SAMPLE_ID,LAB_ID,STATION,MATRIX,COLLECT_METHOD,SAMPLE_TYPE,PROJECT_CODE,COLLECT_DATE,DISCHARGE,UP_DOWN_STREAM,WEATHER,DEPTH,TOTAL_DEPTH,SECCHI_DEPTH,FIRST_TRIGGER_DATE,RUN_DATE,PREP_DATE,STORET_CODE,TEST_NAME,TEST_NUMBER,VALUE,UNITS,UNCERTAINTY,REMARK_CODE,METHOD,MDL,SAMP_COMMENT,RESULT_COMMENT,FLAG,HSN,SCHEDULE_SEQ,CMP
P74853-5,48813005,M2,SW,G,SAMP,SGPC,10/31/2014 15:30,,,,,,,,11/13/2014 13:37,11/13/2014 13:37,00608,NH4,20,0.036,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,48813005,4888574,00608
P74853-5,48813005,M2,SW,G,SAMP,SGPC,10/31/2014 15:30,,,,,,,,11/13/2014 13:37,11/13/2014 13:37,00631,NOX,18,0.025,mg/L,+/- 0.005,,SM4500NO3F,0.005,,,,48813005,4888574,00631
P74853-6,48813006,C1,SW,G,SAMP,SGPC,11/2/2014 15:14,,,,,,,,11/13/2014 13:39,11/13/2014 13:39,00608,NH4,20,0.032,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,48813006,4888581,00608
P74853-6,48813006,C1,SW,G,SAMP,SGPC,11/2/2014 15:14,,,,,,,,11/13/2014 13:39,11/13/2014 13:39,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48813006,4888581,00631
P74853-7,48813007,C2,SW,G,SAMP,SGPC,11/2/2014 15:16,,,,,,,,11/13/2014 13:40,11/13/2014 13:40,00608,NH4,20,0.077,mg/L,+/- 0.006,,SM4500NH3H,0.005,,,,48813007,4888588,00608
P74853-7,48813007,C2,SW,G,SAMP,SGPC,11/2/2014 15:16,,,,,,,,11/13/2014 13:40,11/13/2014 13:40,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48813007,4888588,00631
P74853-8,48813008,C3,SW,G,SAMP,SGPC,11/2/2014 15:19,,,,,,,,11/13/2014 13:42,11/13/2014 13:42,00608,NH4,20,0.028,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,48813008,4888595,00608
P74853-8,48813008,C3,SW,G,SAMP,SGPC,11/2/2014 15:19,,,,,,,,11/13/2014 13:42,11/13/2014 13:42,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48813008,4888595,00631
P74853-9,48813009,C4,SW,G,SAMP,SGPC,11/2/2014 15:22,,,,,,,,11/13/2014 13:43,11/13/2014 13:43,00608,NH4,20,0.036,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,48813009,4888602,00608
P74853-9,48813009,C4,SW,G,SAMP,SGPC,11/2/2014 15:22,,,,,,,,11/13/2014 13:43,11/13/2014 13:43,00631,NOX,18,0.018,mg/L,+/- 0.005,,SM4500NO3F,0.005,,,,48813009,4888602,00631
P74853-10,48813010,C5,SW,G,SAMP,SGPC,11/2/2014 15:25,,,,,,,,11/13/2014 13:44,11/13/2014 13:44,00608,NH4,20,0.02,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,48813010,4888609,00608
P74853-10,48813010,C5,SW,G,SAMP,SGPC,11/2/2014 15:25,,,,,,,,11/13/2014 13:44,11/13/2014 13:44,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48813010,4888609,00631
P74853-11,48813011,C6,SW,G,SAMP,SGPC,11/2/2014 15:28,,,,,,,,11/13/2014 13:51,11/13/2014 13:51,00608,NH4,20,0.014,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,48813011,4888616,00608
P74853-11,48813011,C6,SW,G,SAMP,SGPC,11/2/2014 15:28,,,,,,,,11/13/2014 13:51,11/13/2014 13:51,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48813011,4888616,00631
P75181-1,48893001,BW-S-1,DI,G,EB,SGPC,10/22/2014 10:00,,,,,,,,11/13/2014 14:36,11/13/2014 14:36,00608,NH4,20,0.058,mg/L,+/- 0.006,,SM4500NH3H,0.005,,,G,48893001,4902340,00608
P75181-1,48893001,BW-S-1,DI,G,EB,SGPC,10/22/2014 10:00,,,,,,,,11/13/2014 14:36,11/13/2014 14:36,00631,NOX,18,0.009,mg/L,+/- 0.005,I,SM4500NO3F,0.005,,,G,48893001,4902340,00631
P74852-13,48812013,C1C2,PW,G,SAMP,SGPC,10/27/2014 8:41,,,,,,,,11/13/2014 15:06,11/13/2014 15:06,00608,NH4,20,0.848,mg/L,+/- 0.044,,SM4500NH3H,0.005,,,,48812013,4883802,00608
P74852-13,48812013,C1C2,PW,G,SAMP,SGPC,10/27/2014 8:41,,,,,,,,11/13/2014 15:06,11/13/2014 15:06,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812013,4883802,00631
P74852-14,48812014,C1C3,PW,G,SAMP,SGPC,10/27/2014 8:43,,,,,,,,11/13/2014 15:07,11/13/2014 15:07,00608,NH4,20,0.713,mg/L,+/- 0.037,,SM4500NH3H,0.005,,,,48812014,4883809,00608
P74852-14,48812014,C1C3,PW,G,SAMP,SGPC,10/27/2014 8:43,,,,,,,,11/13/2014 15:07,11/13/2014 15:07,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812014,4883809,00631
P74852-15,48812015,C1C4,PW,G,SAMP,SGPC,10/27/2014 8:47,,,,,,,,11/13/2014 15:09,11/13/2014 15:09,00608,NH4,20,0.563,mg/L,+/- 0.030,,SM4500NH3H,0.005,,,,48812015,4883816,00608
P74852-15,48812015,C1C4,PW,G,SAMP,SGPC,10/27/2014 8:47,,,,,,,,11/13/2014 15:09,11/13/2014 15:09,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812015,4883816,00631
P74852-16,48812016,C2C5,PW,G,SAMP,SGPC,10/27/2014 9:10,,,,,,,,11/13/2014 15:10,11/13/2014 15:10,00608,NH4,20,0.357,mg/L,+/- 0.019,,SM4500NH3H,0.005,,,,48812016,4883823,00608
P74852-16,48812016,C2C5,PW,G,SAMP,SGPC,10/27/2014 9:10,,,,,,,,11/13/2014 15:10,11/13/2014 15:10,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812016,4883823,00631
P74852-17,48812017,C2C6,PW,G,SAMP,SGPC,10/27/2014 9:13,,,,,,,,11/13/2014 15:11,11/13/2014 15:11,00608,NH4,20,0.241,mg/L,+/- 0.013,,SM4500NH3H,0.005,,,,48812017,4883830,00608
P74852-17,48812017,C2C6,PW,G,SAMP,SGPC,10/27/2014 9:13,,,,,,,,11/13/2014 15:11,11/13/2014 15:11,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812017,4883830,00631
P74852-18,48812018,C2C7,PW,G,SAMP,SGPC,10/27/2014 9:16,,,,,,,,11/13/2014 15:13,11/13/2014 15:13,00608,NH4,20,0.051,mg/L,+/- 0.006,,SM4500NH3H,0.005,,,,48812018,4883837,00608
P74852-18,48812018,C2C7,PW,G,SAMP,SGPC,10/27/2014 9:16,,,,,,,,11/13/2014 15:13,11/13/2014 15:13,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812018,4883837,00631
P74852-19,48812019,C2C8,PW,G,SAMP,SGPC,10/27/2014 9:19,,,,,,,,11/13/2014 15:14,11/13/2014 15:14,00608,NH4,20,0.545,mg/L,+/- 0.029,,SM4500NH3H,0.005,,,,48812019,4883844,00608
P74852-19,48812019,C2C8,PW,G,SAMP,SGPC,10/27/2014 9:19,,,,,,,,11/13/2014 15:14,11/13/2014 15:14,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812019,4883844,00631
P74852-20,48812020,C3C9,PW,G,SAMP,SGPC,10/27/2014 9:39,,,,,,,,11/13/2014 15:16,11/13/2014 15:16,00608,NH4,20,0.46,mg/L,+/- 0.024,,SM4500NH3H,0.005,,,,48812020,4883851,00608
P74852-20,48812020,C3C9,PW,G,SAMP,SGPC,10/27/2014 9:39,,,,,,,,11/13/2014 15:16,11/13/2014 15:16,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812020,4883851,00631
P74852-21,48812021,C3C10,PW,G,SAMP,SGPC,10/27/2014 9:41,,,,,,,,11/13/2014 15:17,11/13/2014 15:17,00608,NH4,20,0.46,mg/L,+/- 0.024,,SM4500NH3H,0.005,,,,48812021,4883858,00608
P74852-21,48812021,C3C10,PW,G,SAMP,SGPC,10/27/2014 9:41,,,,,,,,11/13/2014 15:17,11/13/2014 15:17,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812021,4883858,00631
P74852-22,48812022,C3C11,PW,G,SAMP,SGPC,10/27/2014 9:43,,,,,,,,11/13/2014 15:18,11/13/2014 15:18,00608,NH4,20,0.484,mg/L,+/- 0.026,,SM4500NH3H,0.005,,,,48812022,4883865,00608
P74852-22,48812022,C3C11,PW,G,SAMP,SGPC,10/27/2014 9:43,,,,,,,,11/13/2014 15:18,11/13/2014 15:18,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812022,4883865,00631
P74852-23,48812023,C3C12,PW,G,SAMP,SGPC,10/27/2014 9:45,,,,,,,,11/13/2014 15:20,11/13/2014 15:20,00608,NH4,20,0.731,mg/L,+/- 0.038,,SM4500NH3H,0.005,,,,48812023,4883872,00608
P74852-23,48812023,C3C12,PW,G,SAMP,SGPC,10/27/2014 9:45,,,,,,,,11/13/2014 15:20,11/13/2014 15:20,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812023,4883872,00631
P74852-24,48812024,C4C13,PW,G,SAMP,SGPC,10/27/2014 10:27,,,,,,,,11/13/2014 15:21,11/13/2014 15:21,00608,NH4,20,0.452,mg/L,+/- 0.024,,SM4500NH3H,0.005,,,,48812024,4883879,00608
P74852-24,48812024,C4C13,PW,G,SAMP,SGPC,10/27/2014 10:27,,,,,,,,11/13/2014 15:21,11/13/2014 15:21,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812024,4883879,00631
P74852-25,48812025,C4C14,PW,G,SAMP,SGPC,10/27/2014 10:30,,,,,,,,11/13/2014 15:23,11/13/2014 15:23,00608,NH4,20,0.203,mg/L,+/- 0.012,,SM4500NH3H,0.005,,,,48812025,4883886,00608
P74852-25,48812025,C4C14,PW,G,SAMP,SGPC,10/27/2014 10:30,,,,,,,,11/13/2014 15:23,11/13/2014 15:23,00631,NOX,18,0.015,mg/L,+/- 0.005,,SM4500NO3F,0.005,,,,48812025,4883886,00631
P74852-26,48812026,C4C15,PW,G,SAMP,SGPC,10/27/2014 10:32,,,,,,,,11/13/2014 15:24,11/13/2014 15:24,00608,NH4,20,0.13,mg/L,+/- 0.008,,SM4500NH3H,0.005,,,,48812026,4883893,00608
P74852-26,48812026,C4C15,PW,G,SAMP,SGPC,10/27/2014 10:32,,,,,,,,11/13/2014 15:24,11/13/2014 15:24,00631,NOX,18,0.01,mg/L,+/- 0.005,,SM4500NO3F,0.005,,,,48812026,4883893,00631
P74852-27,48812027,C4C16,PW,G,SAMP,SGPC,10/27/2014 10:35,,,,,,,,11/13/2014 15:25,11/13/2014 15:25,00608,NH4,20,0.324,mg/L,+/- 0.018,,SM4500NH3H,0.005,,,,48812027,4883900,00608
P74852-27,48812027,C4C16,PW,G,SAMP,SGPC,10/27/2014 10:35,,,,,,,,11/13/2014 15:25,11/13/2014 15:25,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812027,4883900,00631
P74852-28,48812028,C5C17,PW,G,SAMP,SGPC,10/27/2014 11:17,,,,,,,,11/13/2014 15:27,11/13/2014 15:27,00608,NH4,20,0.627,mg/L,+/- 0.033,,SM4500NH3H,0.005,,,,48812028,4883907,00608
P74852-28,48812028,C5C17,PW,G,SAMP,SGPC,10/27/2014 11:17,,,,,,,,11/13/2014 15:27,11/13/2014 15:27,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812028,4883907,00631
P74852-29,48812029,C5C18,PW,G,SAMP,SGPC,10/27/2014 11:19,,,,,,,,11/13/2014 15:28,11/13/2014 15:28,00608,NH4,20,0.494,mg/L,+/- 0.026,,SM4500NH3H,0.005,,,,48812029,4883914,00608
P74852-29,48812029,C5C18,PW,G,SAMP,SGPC,10/27/2014 11:19,,,,,,,,11/13/2014 15:28,11/13/2014 15:28,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812029,4883914,00631
P74852-30,48812030,C5C19,PW,G,SAMP,SGPC,10/27/2014 11:21,,,,,,,,11/13/2014 15:30,11/13/2014 15:30,00608,NH4,20,0.033,mg/L,+/- 0.005,,SM4500NH3H,0.005,,,,48812030,4883921,00608
P74852-30,48812030,C5C19,PW,G,SAMP,SGPC,10/27/2014 11:21,,,,,,,,11/13/2014 15:30,11/13/2014 15:30,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,,48812030,4883921,00631
P74852-31,48812031,C5C20,PW,G,SAMP,SGPC,10/27/2014 11:23,,,,,,,,11/13/2014 15:31,11/13/2014 15:31,00608,NH4,20,0.309,mg/L,+/- 0.017,,SM4500NH3H,0.005,,,,48812031,4883928,00608
P74852-31,48812031,C5C20,PW,G,SAMP,SGPC,10/27/2014 11:23,,,,,,,,11/13/2014 15:31,11/13/2014 15:31,00631,NOX,18,0.04,mg/L,+/- 0.005,,SM4500NO3F,0.005,,,,48812031,4883928,00631
P74852-12,48812012,C1C1,PW,G,SAMP,SGPC,10/27/2014 8:38,,,,,,,,11/13/2014 15:41,11/13/2014 15:41,00608,NH4,20,0.51,mg/L,+/- 0.027,,SM4500NH3H,0.005,,,,48812012,4883795,00608
P74852-12,48812012,C1C1,PW,G,SAMP,SGPC,10/27/2014 8:38,,,,,,,,11/13/2014 15:41,11/13/2014 15:41,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,J3,48812012,4883795,00631
P74649-14,48635014,C1C3,PW,G,SAMP,SGPC,10/20/2014 10:00,,,,,,,,10/30/2014 9:03,10/29/2014 13:41,00602,TDN,,1.37,mg/L,UNK,,SM4500NC,0.02,,,,48635014,4872330,00602
P74649-34,48635034,C6C23,PW,G,SAMP,SGPC,10/20/2014 10:00,,,,,,,,10/30/2014 9:05,10/29/2014 13:41,00602,TDN,,1.23,mg/L,UNK,,SM4500NC,0.02,,,,48635034,4872470,00602
P75181-20,48893020,BW-P-15,PW,G,SAMP,SGPC,10/22/2014 15:44,,,,,,,,10/30/2014 9:06,10/29/2014 13:41,00602,TDN,,3.5,mg/L,UNK,,SM4500NC,0.02,,,,48893020,4872615,00602
P74856-22,48816022,C3C11,PW,G,SAMP,SGPC,11/17/2014 8:24,,,,,,,,11/25/2014 11:29,11/25/2014 11:29,00410,ALKA,67,145,mg/L,+/- 16,,SM2320B,2,,,,48816022,4914216,00410
P74856-20,48816020,C3C9,PW,G,SAMP,SGPC,11/17/2014 8:20,,,,,,,,11/25/2014 11:16,11/25/2014 11:16,00403,LPH,15,7.36,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,48816020,4914201,00403
P74856-21,48816021,C3C10,PW,G,SAMP,SGPC,11/17/2014 8:22,,,,,,,,11/25/2014 11:23,11/25/2014 11:23,00403,LPH,15,7.44,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,48816021,4914208,00403
P74856-22,48816022,C3C11,PW,G,SAMP,SGPC,11/17/2014 8:24,,,,,,,,11/25/2014 11:29,11/25/2014 11:29,00403,LPH,15,7.51,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,48816022,4914215,00403
P76264-13,49615013,FW-P-13,PW,G,SAMP,SGPC,12/18/2014 12:50,,,,,,,,12/30/2014 18:15,12/30/2014 18:15,00410,ALKA,67,202,mg/L,+/- 22,,SM2320B,2,,,,49615013,4951198,00410
P76264-14,49615014,FW-P-14,PW,G,SAMP,SGPC,12/18/2014 12:36,,,,,,,,12/30/2014 18:23,12/30/2014 18:23,00410,ALKA,67,216,mg/L,+/- 24,,SM2320B,2,,,,49615014,4951205,00410
P76264-15,49615015,FW-P-15,PW,G,SAMP,SGPC,12/18/2014 13:04,,,,,,,,12/30/2014 18:30,12/30/2014 18:30,00410,ALKA,67,196,mg/L,+/- 22,,SM2320B,2,,,,49615015,4951212,00410
P76264-16,49615016,FW-P-16,PW,G,SAMP,SGPC,12/18/2014 13:16,,,,,,,,12/30/2014 18:37,12/30/2014 18:37,00410,ALKA,67,200,mg/L,+/- 22,,SM2320B,2,,,,49615016,4951219,00410
P76264-17,49615017,FW-S-2,SW,G,SAMP,SGPC,12/18/2014 12:59,,,,,,,,12/30/2014 18:44,12/30/2014 18:44,00410,ALKA,67,183,mg/L,+/- 20,,SM2320B,2,,,,49615017,4951226,00410
P76264-18,49615018,FW-S-3,SW,G,SAMP,SGPC,12/18/2014 13:24,,,,,,,,12/30/2014 18:52,12/30/2014 18:52,00410,ALKA,67,180,mg/L,+/- 20,,SM2320B,2,,,,49615018,4951233,00410
P76264-19,49615019,FW-S-6,SW,G,SAMP,SGPC,12/18/2014 12:25,,,,,,,,12/30/2014 18:59,12/30/2014 18:59,00410,ALKA,67,182,mg/L,+/- 20,,SM2320B,2,,,,49615019,4951240,00410
P76264-20,49615020,FW-S-8,SW,G,SAMP,SGPC,12/18/2014 12:12,,,,,,,,12/30/2014 19:07,12/30/2014 19:07,00410,ALKA,67,178,mg/L,+/- 20,,SM2320B,2,,,,49615020,4951247,00410
P76264-21,49615021,FW-S-9,SW,G,SAMP,SGPC,12/18/2014 11:43,,,,,,,,12/30/2014 19:14,12/30/2014 19:14,00410,ALKA,67,182,mg/L,+/- 20,,SM2320B,2,,,,49615021,4951255,00410
P76264-22,49615022,FW-S-10,SW,G,SAMP,SGPC,12/18/2014 11:55,,,,,,,,12/30/2014 19:22,12/30/2014 19:22,00410,ALKA,67,184,mg/L,+/- 20,,SM2320B,2,,,,49615022,4951263,00410
P76264-23,49615023,FW-S-11,SW,G,SAMP,SGPC,12/18/2014 11:15,,,,,,,,12/30/2014 19:30,12/30/2014 19:30,00410,ALKA,67,180,mg/L,+/- 20,,SM2320B,2,,,,49615023,4951270,00410
P76264-24,49615024,FW-S-12,SW,G,SAMP,SGPC,12/18/2014 11:27,,,,,,,,12/30/2014 19:37,12/30/2014 19:37,00410,ALKA,67,180,mg/L,+/- 20,,SM2320B,2,,,,49615024,4951277,00410
P76264-25,49615025,FW-S-13,SW,G,SAMP,SGPC,12/18/2014 10:48,,,,,,,,12/30/2014 19:45,12/30/2014 19:45,00410,ALKA,67,183,mg/L,+/- 20,,SM2320B,2,,,,49615025,4951285,00410
P76264-26,49615026,FW-S-14,SW,G,SAMP,SGPC,12/18/2014 10:59,,,,,,,,12/30/2014 19:53,12/30/2014 19:53,00410,ALKA,67,179,mg/L,+/- 20,,SM2320B,2,,,,49615026,4951292,00410
P76264-27,49615027,FW-S-15,SW,G,SAMP,SGPC,12/18/2014 10:10,,,,,,,,12/30/2014 20:00,12/30/2014 20:00,00410,ALKA,67,179,mg/L,+/- 20,,SM2320B,2,,,,49615027,4951299,00410
P76264-28,49615028,FW-S-16,SW,G,SAMP,SGPC,12/18/2014 10:34,,,,,,,,12/30/2014 20:09,12/30/2014 20:09,00410,ALKA,67,178,mg/L,+/- 20,,SM2320B,2,,,,49615028,4951306,00410
P76264-29,49615029,FW-S-2,SW,G,FD,SGPC,12/18/2014 13:02,,,,,,,,12/30/2014 20:16,12/30/2014 20:16,00410,ALKA,67,182,mg/L,+/- 20,,SM2320B,2,,,,49615029,4951313,00410
P76264-30,49615030,FW-S-15,SW,G,FD,SGPC,12/18/2014 10:13,,,,,,,,12/30/2014 20:24,12/30/2014 20:24,00410,ALKA,67,180,mg/L,+/- 20,,SM2320B,2,,,,49615030,4951321,00410
P76264-31,49615031,FW-S-15,DI,G,EB,SGPC,12/18/2014 10:00,,,,,,,,12/30/2014 20:31,12/30/2014 20:31,00410,ALKA,67,2,mg/L,+/- 2,U,SM2320B,2,,,,49615031,4951328,00410
P76264-3,49615003,FW-P-3,PW,G,SAMP,SGPC,12/18/2014 10:46,,,,,,,,12/30/2014 16:56,12/30/2014 16:56,00403,LPH,15,7.53,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615003,4951147,00403
P76264-6,49615006,FW-P-6,PW,G,SAMP,SGPC,12/18/2014 10:59,,,,,,,,12/30/2014 17:03,12/30/2014 17:03,00403,LPH,15,7.38,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615006,4951154,00403
P76264-8,49615008,FW-P-8,PW,G,SAMP,SGPC,12/18/2014 11:11,,,,,,,,12/30/2014 17:10,12/30/2014 17:10,00403,LPH,15,7.5,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615008,4951161,00403
P76264-9,49615009,FW-P-9,PW,G,SAMP,SGPC,12/18/2014 11:42,,,,,,,,12/30/2014 17:17,12/30/2014 17:17,00403,LPH,15,7.71,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615009,4951168,00403
P76264-10,49615010,FW-P-10,PW,G,SAMP,SGPC,12/18/2014 11:28,,,,,,,,12/30/2014 17:24,12/30/2014 17:24,00403,LPH,15,7.52,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615010,4951176,00403
P76264-11,49615011,FW-P-11,PW,G,SAMP,SGPC,12/18/2014 12:20,,,,,,,,12/30/2014 17:32,12/30/2014 17:32,00403,LPH,15,7.89,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615011,4951183,00403
P76264-12,49615012,FW-P-12,PW,G,SAMP,SGPC,12/18/2014 11:57,,,,,,,,12/30/2014 18:08,12/30/2014 18:08,00403,LPH,15,7.87,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615012,4951190,00403
P76264-13,49615013,FW-P-13,PW,G,SAMP,SGPC,12/18/2014 12:50,,,,,,,,12/30/2014 18:15,12/30/2014 18:15,00403,LPH,15,7.64,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615013,4951197,00403
P76264-14,49615014,FW-P-14,PW,G,SAMP,SGPC,12/18/2014 12:36,,,,,,,,12/30/2014 18:23,12/30/2014 18:23,00403,LPH,15,7.65,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615014,4951204,00403
P76264-15,49615015,FW-P-15,PW,G,SAMP,SGPC,12/18/2014 13:04,,,,,,,,12/30/2014 18:30,12/30/2014 18:30,00403,LPH,15,7.65,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615015,4951211,00403
P76264-16,49615016,FW-P-16,PW,G,SAMP,SGPC,12/18/2014 13:16,,,,,,,,12/30/2014 18:37,12/30/2014 18:37,00403,LPH,15,7.65,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615016,4951218,00403
P76264-17,49615017,FW-S-2,SW,G,SAMP,SGPC,12/18/2014 12:59,,,,,,,,12/30/2014 18:44,12/30/2014 18:44,00403,LPH,15,7.95,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615017,4951225,00403
P76264-18,49615018,FW-S-3,SW,G,SAMP,SGPC,12/18/2014 13:24,,,,,,,,12/30/2014 18:52,12/30/2014 18:52,00403,LPH,15,8.03,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615018,4951232,00403
P76264-19,49615019,FW-S-6,SW,G,SAMP,SGPC,12/18/2014 12:25,,,,,,,,12/30/2014 18:59,12/30/2014 18:59,00403,LPH,15,8.04,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615019,4951239,00403
P76264-20,49615020,FW-S-8,SW,G,SAMP,SGPC,12/18/2014 12:12,,,,,,,,12/30/2014 19:07,12/30/2014 19:07,00403,LPH,15,8,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615020,4951246,00403
P76264-21,49615021,FW-S-9,SW,G,SAMP,SGPC,12/18/2014 11:43,,,,,,,,12/30/2014 19:14,12/30/2014 19:14,00403,LPH,15,7.93,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615021,4951254,00403
P76264-22,49615022,FW-S-10,SW,G,SAMP,SGPC,12/18/2014 11:55,,,,,,,,12/30/2014 19:22,12/30/2014 19:22,00403,LPH,15,8.11,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615022,4951262,00403
P76264-23,49615023,FW-S-11,SW,G,SAMP,SGPC,12/18/2014 11:15,,,,,,,,12/30/2014 19:30,12/30/2014 19:30,00403,LPH,15,8.05,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615023,4951269,00403
P76264-24,49615024,FW-S-12,SW,G,SAMP,SGPC,12/18/2014 11:27,,,,,,,,12/30/2014 19:37,12/30/2014 19:37,00403,LPH,15,8.03,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615024,4951276,00403
P76264-25,49615025,FW-S-13,SW,G,SAMP,SGPC,12/18/2014 10:48,,,,,,,,12/30/2014 19:45,12/30/2014 19:45,00403,LPH,15,8.06,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615025,4951284,00403
P76264-26,49615026,FW-S-14,SW,G,SAMP,SGPC,12/18/2014 10:59,,,,,,,,12/30/2014 19:53,12/30/2014 19:53,00403,LPH,15,8.07,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615026,4951291,00403
P76264-27,49615027,FW-S-15,SW,G,SAMP,SGPC,12/18/2014 10:10,,,,,,,,12/30/2014 20:00,12/30/2014 20:00,00403,LPH,15,8.08,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615027,4951298,00403
P76264-28,49615028,FW-S-16,SW,G,SAMP,SGPC,12/18/2014 10:34,,,,,,,,12/30/2014 20:09,12/30/2014 20:09,00403,LPH,15,8.09,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615028,4951305,00403
P76264-29,49615029,FW-S-2,SW,G,FD,SGPC,12/18/2014 13:02,,,,,,,,12/30/2014 20:16,12/30/2014 20:16,00403,LPH,15,8.03,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615029,4951312,00403
P76264-30,49615030,FW-S-15,SW,G,FD,SGPC,12/18/2014 10:13,,,,,,,,12/30/2014 20:24,12/30/2014 20:24,00403,LPH,15,8.06,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615030,4951320,00403
P76264-31,49615031,FW-S-15,DI,G,EB,SGPC,12/18/2014 10:00,,,,,,,,12/30/2014 20:31,12/30/2014 20:31,00403,LPH,15,5.86,pH Units,+/- 1.00,,SM4500H+B,1,,,Q,49615031,4951327,00403
P74852-32,48812032,C6C21,PW,G,SAMP,SGPC,10/27/2014 11:44,,,,,,,,11/13/2014 15:42,11/13/2014 15:42,00608,NH4,20,0.277,mg/L,+/- 0.015,,SM4500NH3H,0.005,,,,48812032,4883935,00608
P74852-32,48812032,C6C21,PW,G,SAMP,SGPC,10/27/2014 11:44,,,,,,,,11/13/2014 15:42,11/13/2014 15:42,00631,NOX,18,0.005,mg/L,+/- 0.005,U,SM4500NO3F,0.005,,,J3,48812032,4883935,00631
P74852-33,48812033,C6C22,PW,G,SAMP,SGPC,10/27/2014 11:47,,,,,,,,11/13/2014 15:43,11/13/2014 15:43,00608,NH4,20,0.397,mg/L,+/- 0.021,,SM4500NH3H,0.005,,,,48812033,4883942,00608
